2008-05-01,1409.34
2008-04-30,1385.59
2008-04-29,1390.94
2008-04-28,1396.37
2008-04-25,1397.84
2008-04-24,1388.82
2008-04-23,1379.93
2008-04-22,1375.94
2008-04-21,1388.17
2008-04-18,1390.33
2008-04-17,1365.56
2008-04-16,1364.71
2008-04-15,1334.43
2008-04-14,1328.32
2008-04-11,1332.83
2008-04-10,1360.55
2008-04-09,1354.49
2008-04-08,1365.54
2008-04-07,1372.54
2008-04-04,1370.40
2008-04-03,1369.31
2008-04-02,1367.53
2008-04-01,1370.18
2008-03-31,1322.70
2008-03-28,1315.22
2008-03-27,1325.76
2008-03-26,1341.13
2008-03-25,1352.99
2008-03-24,1349.88
2008-03-20,1329.51
2008-03-19,1298.42
2008-03-18,1330.74
2008-03-17,1276.60
2008-03-14,1288.14
2008-03-13,1315.48
2008-03-12,1308.77
2008-03-11,1320.65
2008-03-10,1273.37
2008-03-07,1293.37
2008-03-06,1304.34
2008-03-05,1333.70
2008-03-04,1326.75
2008-03-03,1331.34
2008-02-29,1330.63
2008-02-28,1367.68
2008-02-27,1380.02
2008-02-26,1381.29
2008-02-25,1371.80
2008-02-22,1353.11
2008-02-21,1342.53
2008-02-20,1360.03
2008-02-19,1348.78
2008-02-15,1349.99
2008-02-14,1348.86
2008-02-13,1367.21
2008-02-12,1348.86
2008-02-11,1339.13
2008-02-08,1331.29
2008-02-07,1336.91
2008-02-06,1326.45
2008-02-05,1336.64
2008-02-04,1380.82
2008-02-01,1395.42
2008-01-31,1378.55
2008-01-30,1355.81
2008-01-29,1362.30
2008-01-28,1353.96
2008-01-25,1330.61
2008-01-24,1352.07
2008-01-23,1338.60
2008-01-22,1310.50
2008-01-18,1325.19
2008-01-17,1333.25
2008-01-16,1373.20
2008-01-15,1380.95
2008-01-14,1416.25
2008-01-11,1401.02
2008-01-10,1420.33
2008-01-09,1409.13
2008-01-08,1390.19
2008-01-07,1416.18
2008-01-04,1411.63
2008-01-03,1447.16
2008-01-02,1447.16
2007-12-31,1468.36
2007-12-28,1478.49
2007-12-27,1476.27
2007-12-26,1497.66
2007-12-24,1496.45
2007-12-21,1484.46
2007-12-20,1460.12
2007-12-19,1453.00
2007-12-18,1454.98
2007-12-17,1445.90
2007-12-14,1467.95
2007-12-13,1488.41
2007-12-12,1486.59
2007-12-11,1477.65
2007-12-10,1515.96
2007-12-07,1504.66
2007-12-06,1507.34
2007-12-05,1485.01
2007-12-04,1462.79
2007-12-03,1472.42
2007-11-30,1481.14
2007-11-29,1469.72
2007-11-28,1469.02
2007-11-27,1428.23
2007-11-26,1407.22
2007-11-23,1440.70
2007-11-21,1416.77
2007-11-20,1439.70
2007-11-19,1433.27
2007-11-16,1458.74
2007-11-15,1451.15
2007-11-14,1470.58
2007-11-13,1481.05
2007-11-12,1439.18
2007-11-09,1453.70
2007-11-08,1474.77
2007-11-07,1475.62
2007-11-06,1520.27
2007-11-05,1502.17
2007-11-02,1509.65
2007-11-01,1508.44
2007-10-31,1549.38
2007-10-30,1531.02
2007-10-29,1540.98
2007-10-26,1535.28
2007-10-25,1514.40
2007-10-24,1515.88
2007-10-23,1519.59
2007-10-22,1506.33
2007-10-19,1500.63
2007-10-18,1540.08
2007-10-17,1541.24
2007-10-16,1538.53
2007-10-15,1548.71
2007-10-12,1561.80
2007-10-11,1554.41
2007-10-10,1562.47
2007-10-09,1565.15
2007-10-08,1552.58
2007-10-05,1557.59
2007-10-04,1542.84
2007-10-03,1539.59
2007-10-02,1546.63
2007-10-01,1547.04
2007-09-28,1526.75
2007-09-27,1531.38
2007-09-26,1525.42
2007-09-25,1517.21
2007-09-24,1517.73
2007-09-21,1525.75
2007-09-20,1518.75
2007-09-19,1529.03
2007-09-18,1519.78
2007-09-17,1476.65
2007-09-14,1484.25
2007-09-13,1483.95
2007-09-12,1471.56
2007-09-11,1471.49
2007-09-10,1451.70
2007-09-07,1453.55
2007-09-06,1478.55
2007-09-05,1472.29
2007-09-04,1489.42
2007-08-31,1473.99
2007-08-30,1457.64
2007-08-29,1463.76
2007-08-28,1432.36
2007-08-27,1466.79
2007-08-24,1479.37
2007-08-23,1462.50
2007-08-22,1464.07
2007-08-21,1447.12
2007-08-20,1445.55
2007-08-17,1445.94
2007-08-16,1411.27
2007-08-15,1406.70
2007-08-14,1426.54
2007-08-13,1452.92
