what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618949843
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618970031
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618972625
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618972640
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618972718
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619003593
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265619006046
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265619006109
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265619006109
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619007718
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619007734
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619007796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619009640
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265619010953
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619014078
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619014109
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619014171
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619017437
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265619021765
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265619021890
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619022546
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619022546
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619022625
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619030968
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619039546
