what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.context.ui",1265941321625
started,bundle,org.eclipse.mylyn.monitor.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.monitor.ui",1265941321750
started,bundle,org.eclipse.mylyn.tasks.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.ui",1265941321781
started,bundle,org.eclipse.mylyn.team.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.team.ui",1265941321890
started,bundle,org.tigris.subversion.subclipse.core,1.0.0,"org.tigris.subversion.subclipse.core",1265941321937
os,sysinfo,,,"win32",1265941321953
arch,sysinfo,,,"x86",1265941321953
ws,sysinfo,,,"win32",1265941321953
locale,sysinfo,,,"zh_CN",1265941321953
processors,sysinfo,,,"2",1265941321953
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1265941321953
java.runtime.version,sysinfo,,,"1.5.0_12-b04",1265941321953
java.specification.name,sysinfo,,,"Java Platform API Specification",1265941321953
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265941321953
java.specification.version,sysinfo,,,"1.5",1265941321953
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1265941321953
java.version,sysinfo,,,"1.5.0_12",1265941321953
java.vm.info,sysinfo,,,"mixed mode",1265941321953
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1265941321953
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1265941321953
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1265941321953
java.vm.specification.version,sysinfo,,,"1.0",1265941321953
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1265941321953
java.vm.version,sysinfo,,,"1.5.0_12-b04",1265941321953
started,bundle,org.tigris.subversion.subclipse.ui,1.0.0,"org.tigris.subversion.subclipse.ui",1265941322234
