what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618658359
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618658375
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618658484
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618681656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618688687
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618688687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618688796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618713187
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618718265
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618718281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618718375
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618756671
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265618758750
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265618758750
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265618762687
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265618762796
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618773875
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618773890
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618773984
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618777312
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618778640
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618778640
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618778734
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618781468
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618785156
