2008-05-02,8.27
2008-05-01,8.48
2008-04-30,8.26
2008-04-29,8.12
2008-04-28,8.21
2008-04-25,7.50
2008-04-24,8.40
2008-04-23,7.52
2008-04-22,7.65
2008-04-21,7.73
2008-04-18,7.45
2008-04-17,7.26
2008-04-16,7.19
2008-04-15,6.88
2008-04-14,6.78
2008-04-11,6.69
2008-04-10,6.74
2008-04-09,6.72
2008-04-08,6.91
2008-04-07,6.73
2008-04-04,6.49
2008-04-03,6.46
2008-04-02,6.13
2008-04-01,5.97
2008-03-31,5.72
2008-03-28,5.59
2008-03-27,5.83
2008-03-26,5.87
2008-03-25,6.00
2008-03-24,5.96
2008-03-20,5.62
2008-03-19,5.45
2008-03-18,5.29
2008-03-17,5.11
2008-03-14,5.29
2008-03-13,5.39
2008-03-12,5.70
2008-03-11,5.90
2008-03-10,5.60
2008-03-07,5.78
2008-03-06,5.94
2008-03-05,6.12
2008-03-04,6.13
2008-03-03,6.18
2008-02-29,6.53
2008-02-28,6.62
2008-02-27,6.60
2008-02-26,6.52
2008-02-25,6.46
2008-02-22,6.25
2008-02-21,6.23
2008-02-20,6.41
2008-02-19,6.48
2008-02-15,6.45
2008-02-14,6.46
2008-02-13,6.58
2008-02-12,6.46
2008-02-11,6.39
2008-02-08,6.08
2008-02-07,6.17
2008-02-06,6.31
2008-02-05,6.43
2008-02-04,6.68
2008-02-01,6.85
2008-01-31,6.64
2008-01-30,6.75
2008-01-29,6.69
2008-01-28,6.67
2008-01-25,6.58
2008-01-24,6.26
2008-01-23,6.30
2008-01-22,5.93
2008-01-18,5.92
2008-01-17,5.76
2008-01-16,5.86
2008-01-15,5.97
2008-01-14,6.18
2008-01-11,6.06
2008-01-10,6.25
2008-01-09,6.07
2008-01-08,6.10
2008-01-07,6.16
2008-01-04,6.13
2008-01-03,6.45
2008-01-02,6.60
2007-12-31,6.73
2007-12-28,6.70
2007-12-27,6.84
2007-12-26,6.89
2007-12-24,6.75
2007-12-21,6.79
2007-12-20,6.79
2007-12-19,6.76
2007-12-18,6.81
2007-12-17,6.80
2007-12-14,6.89
2007-12-13,6.99
2007-12-12,7.06
2007-12-11,6.97
2007-12-10,7.14
2007-12-07,7.06
2007-12-06,7.06
2007-12-05,6.98
2007-12-04,6.97
2007-12-03,7.25
2007-11-30,7.51
2007-11-29,7.29
2007-11-28,7.36
2007-11-27,7.07
2007-11-26,7.03
2007-11-23,7.19
2007-11-21,6.95
2007-11-20,7.24
2007-11-19,7.34
2007-11-16,7.70
2007-11-15,7.78
2007-11-14,7.98
2007-11-13,8.00
2007-11-12,7.87
2007-11-09,8.20
2007-11-08,8.48
2007-11-07,8.24
2007-11-06,8.63
2007-11-05,8.67
2007-11-02,8.95
2007-11-01,8.50
2007-10-31,8.87
2007-10-30,8.80
