301.0773;3.0000
301.0850;2.0000
301.0927;2.0000
301.1004;4.0000
301.1082;5.0000
301.1159;5.0000
301.1236;4.0000
301.1313;2.0000
301.1390;3.0000
301.1468;2.0000
301.1622;2.0000
303.1497;2.0000
304.6387;2.0000
305.1748;2.0000
308.0025;2.0000
308.6196;2.0000
308.6274;2.0000
308.8619;3.0000
309.1670;2.0000
310.1142;2.0000
310.9531;2.0000
311.0865;2.0000
311.1806;2.0000
311.9345;2.0000
312.1624;2.0000
312.9332;2.0000
313.0827;3.0000
313.0906;2.0000
313.0985;9.0000
313.1064;14.0000
313.1142;26.0000
313.1221;33.0000
313.1300;18.0000
313.1378;12.0000
313.1457;8.0000
313.1536;7.0000
313.3426;5.0000
313.3505;7.0000
313.3583;9.0000
313.3662;22.0000
313.3741;12.0000
313.3820;16.0000
313.3898;11.0000
313.3977;6.0000
313.4056;3.0000
313.4135;2.0000
313.4213;3.0000
313.4843;2.0000
313.5946;2.0000
313.6104;3.0000
313.6183;10.0000
313.6262;6.0000
313.6340;6.0000
313.6419;2.0000
313.6498;2.0000
313.6577;2.0000
313.8625;2.0000
313.8705;3.0000
313.8862;3.0000
313.8941;3.0000
314.1227;2.0000
316.6431;3.0000
316.9598;2.0000
317.1103;2.0000
317.1341;2.0000
317.3877;2.0000
317.6017;2.0000
317.6255;2.0000
319.0305;2.0000
319.1497;2.0000
320.9644;2.0000
321.1158;2.0000
323.0000;2.0000
325.0983;2.0000
325.1143;2.0000
325.1304;3.0000
325.1625;3.0000
325.6119;2.0000
325.6600;2.0000
326.1982;2.0000
327.1470;2.0000
327.1711;2.0000
327.1792;3.0000
328.1456;3.0000
329.1779;5.0000
329.1941;2.0000
330.2039;2.0000
331.9200;2.0000
331.9848;2.0000
332.0092;5.0000
332.1227;2.0000
333.1288;3.0000
333.1450;6.0000
333.1531;4.0000
333.1613;4.0000
333.1694;2.0000
333.6649;2.0000
333.9250;2.0000
334.0795;2.0000
336.1074;3.0000
336.1155;3.0000
336.1237;5.0000
336.1318;5.0000
336.1400;2.0000
336.1481;2.0000
336.1563;3.0000
336.1644;2.0000
336.1726;2.0000
336.6295;3.0000
336.6622;2.0000
337.1277;2.0000
337.1522;2.0000
340.1650;2.0000
341.1093;2.0000
342.1783;2.0000
344.1728;2.0000
344.8582;2.0000
345.0896;2.0000
345.1061;3.0000
345.1143;5.0000
345.1226;5.0000
345.1309;4.0000
345.1391;6.0000
345.1474;6.0000
345.1557;8.0000
345.1639;4.0000
345.1722;6.0000
345.1805;3.0000
345.1970;3.0000
345.2053;2.0000
345.2218;2.0000
345.2466;2.0000
345.6187;2.0000
345.6270;6.0000
345.6352;0.50000
345.6518;0.3
345.6600;0.2
345.6683;2.0000
345.6766;2.0000
345.7014;2.0000
346.1317;2.0000
346.1400;2.0000
346.1482;2.0000
350.1327;2.0000
355.0280;2.0000
355.1370;2.0000
356.1102;2.0000
356.1354;3.0000
356.1522;2.0000
356.1689;2.0000
360.1092;2.0000
361.1906;2.0000
362.4516;3.0000
362.4600;2.0000
362.4685;2.0000
362.4854;2.0000
362.7904;2.0000
362.8074;2.0000
363.1549;2.0000
364.6316;2.0000
367.1847;2.0000
368.0974;2.0000
368.1316;5.0000
368.1401;4.0000
368.1486;4.0000
368.1572;2.0000
368.1657;3.0000
368.1742;3.0000
368.4389;2.0000
368.4645;3.0000
368.4731;3.0000
368.4816;2.0000
368.4987;3.0000
368.7977;3.0000
371.1595;2.0000
371.1681;2.0000
371.1766;2.0000
371.2024;2.0000
371.2281;2.0000
371.6139;2.0000
372.1115;2.0000
372.1372;2.0000
372.2059;2.0000
373.6063;3.0000
373.6149;2.0000
373.6235;8.0000
373.6321;5.0000
373.6407;7.0000
373.6493;4.0000
373.6579;3.0000
374.0966;2.0000
374.1138;5.0000
374.1224;2.0000
374.1310;3.0000
374.1482;5.0000
374.1654;2.0000
374.1740;2.0000
374.6045;2.0000
375.1385;4.0000
375.1557;3.0000
375.1644;2.0000
375.1730;3.0000
375.1902;3.0000
375.1988;3.0000
375.2592;2.0000
377.1835;2.0000
382.6378;2.0000
386.2054;2.0000
386.4765;2.0000
386.4940;2.0000
386.8090;2.0000
388.1313;2.0000
389.0785;2.0000
390.0005;2.0000
390.2026;2.0000
391.1171;2.0000
391.1435;3.0000
391.1523;3.0000
391.1611;4.0000
391.1699;3.0000
392.1560;2.0000
393.1257;2.0000
393.1433;3.0000
393.1610;2.0000
395.0157;2.0000
395.0334;4.0000
395.0422;2.0000
395.0511;2.0000
395.0776;2.0000
395.0864;2.0000
395.0952;2.0000
395.1041;2.0000
395.1129;2.0000
395.1748;7.0000
395.1837;5.0000
395.1925;5.0000
395.2014;8.0000
395.2102;3.0000
395.2191;2.0000
395.2279;6.0000
395.2368;5.0000
395.6880;4.0000
396.1660;2.0000
400.1430;2.0000
401.1671;2.0000
402.1657;2.0000
402.4959;2.0000
403.1835;2.0000
406.1547;2.0000
406.1816;2.0000
407.1326;2.0000
407.1505;2.0000
409.1639;4.0000
409.1999;2.0000
409.9382;2.0000
409.9922;2.0000
410.0013;3.0000
410.0103;3.0000
410.0193;4.0000
410.0823;2.0000
411.0108;2.0000
411.5431;2.0000
411.8320;2.0000
415.1430;3.0000
415.1521;3.0000
415.1612;11.0000
415.1702;30.0000
415.1793;29.0000
415.1884;38.0000
415.1974;38.0000
415.2065;22.0000
415.2155;25.0000
415.2246;26.0000
415.2337;14.0000
415.2427;16.0000
415.2518;19.0000
415.2609;5.0000
415.2699;4.0000
415.2790;4.0000
415.2881;9.0000
415.3062;2.0000
415.3153;4.0000
415.3334;2.0000
416.1498;2.0000
416.1589;2.0000
416.1680;2.0000
416.1770;2.0000
416.1861;3.0000
416.1952;6.0000
416.2043;10.0000
416.2133;3.0000
416.2224;7.0000
416.2315;4.0000
416.2406;2.0000
416.2497;5.0000
416.4857;2.0000
417.0397;2.0000
417.0760;2.0000
417.1124;4.0000
417.1215;23.0000
417.1306;51.0000
417.1396;91.0000
417.1669;97.0000
417.1760;87.0000
417.1851;58.0000
417.1942;32.0000
417.2032;17.0000
417.2123;14.0000
417.2214;8.0000
417.2396;5.0000
417.2487;2.0000
417.2578;2.0000
417.2669;4.0000
417.4577;20.0000
417.4668;37.0000
417.4759;69.0000
417.4850;91.0000
417.4941;79.0000
417.5032;64.0000
417.5123;47.0000
417.5214;29.0000
417.5305;25.0000
417.5396;17.0000
417.5486;10.0000
417.5577;3.0000
417.5668;3.0000
417.5759;2.0000
417.5941;2.0000
417.6032;2.0000
417.6396;2.0000
417.7850;3.0000
417.7941;4.0000
417.8032;13.0000
417.8123;25.0000
417.8214;31.0000
417.8305;34.0000
417.8396;19.0000
417.8487;13.0000
417.8578;15.0000
417.8669;13.0000
417.8760;4.0000
417.8851;4.0000
417.8942;2.0000
417.9033;2.0000
418.0397;2.0000
418.1307;3.0000
418.1398;8.0000
418.1489;3.0000
418.1580;15.0000
418.1671;8.0000
418.1761;11.0000
418.1943;6.0000
418.2034;2.0000
418.2216;2.0000
418.4582;2.0000
418.4855;4.0000
418.4946;3.0000
418.5037;2.0000
418.5128;3.0000
418.5310;2.0000
421.1564;2.0000
421.8049;2.0000
422.1339;2.0000
422.4630;2.0000
422.4813;3.0000
423.1583;2.0000
424.5046;2.0000
424.8072;3.0000
424.8163;2.0000
424.9081;3.0000
424.9264;2.0000
429.1647;2.0000
429.7824;2.0000
429.8101;2.0000
429.8193;2.0000
430.1514;2.0000
430.1606;2.0000
430.1791;3.0000
430.1976;3.0000
