what,kind,bundleId,bundleVersion,description,time
java.vm.version,sysinfo,,,"1.5.0_12-b04",1265616637125
started,bundle,org.eclipse.wst.sse.core,1.1.401.v200909172215,"org.eclipse.wst.sse.core",1265616641687
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1265616692250
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1265616692375
opened,view,org.eclipse.mylyn.tasks.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1265616692484
activated,perspective,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.JavaPerspective",1265616692531
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.perspectives.showPerspective",1265616692531
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.JavaPerspective",1265616692531
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265616696265
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265616696281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265616696359
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265616698718
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265616700265
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265616700281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265616700328
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265616758656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265616804015
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265616804046
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265616804125
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265617500140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265617501125
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265617501140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265617501234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618135187
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618188265
