what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1265619210375
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1265619211062
started,bundle,org.eclipse.mylyn.java.tasks,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.tasks",1265619211171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619213781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619213781
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619213906
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619270218
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619270593
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619270593
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619270703
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619279156
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619279187
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619279437
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619280500
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619280500
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619280593
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619296468
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265619297906
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619304421
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265619334531
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1265619334578
started,bundle,org.eclipse.pde.core,3.5.100.v20090821,"org.eclipse.pde.core",1265619335125
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265619343078
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265619343125
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265619343125
