what,kind,bundleId,bundleVersion,description,time
started,bundle,org.tigris.subversion.subclipse.ui,1.0.0,"org.tigris.subversion.subclipse.ui",1265679328843
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1265679328875
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1265679328921
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1265679329171
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1265679329750
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1265679330203
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265679330328
started,bundle,org.eclipse.wst.sse.core,1.1.401.v200909172215,"org.eclipse.wst.sse.core",1265679332062
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265679337421
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265679337453
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265679337531
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682774203
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682775109
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682775171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682775234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682827015
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682828625
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682828656
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682828718
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682833062
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682833421
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682833453
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682833578
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682834265
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265682835546
