what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618785156
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618785250
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618793875
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618812296
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618816968
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618819000
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618821203
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618824250
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618824250
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618824343
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618851000
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618857781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618857781
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618857875
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618894250
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265618896562
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265618906187
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1265618906312
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618921750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618921765
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618921843
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618947296
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1265618948875
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618949765
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1265618949796
