2008-05-02,19.32
2008-05-01,19.08
2008-04-30,18.63
2008-04-29,18.97
2008-04-28,18.87
2008-04-25,19.11
2008-04-24,19.14
2008-04-23,19.05
2008-04-22,19.05
2008-04-21,19.56
2008-04-18,19.47
2008-04-17,19.05
2008-04-16,18.72
2008-04-15,18.28
2008-04-14,18.24
2008-04-11,18.50
2008-04-10,18.77
2008-04-09,18.69
2008-04-08,19.00
2008-04-07,19.23
2008-04-04,19.53
2008-04-03,20.12
2008-04-02,19.95
2008-04-01,20.33
2008-03-31,19.92
2008-03-28,19.61
2008-03-27,19.47
2008-03-26,20.16
2008-03-25,20.42
2008-03-24,20.56
2008-03-20,20.01
2008-03-19,19.51
2008-03-18,20.32
2008-03-17,19.39
2008-03-14,19.40
2008-03-13,19.85
2008-03-12,19.69
2008-03-11,19.83
2008-03-10,19.12
2008-03-07,19.35
2008-03-06,19.43
2008-03-05,19.79
2008-03-04,19.67
2008-03-03,19.94
2008-02-29,19.90
2008-02-28,20.87
2008-02-27,20.77
2008-02-26,20.48
2008-02-25,20.14
2008-02-22,19.54
2008-02-21,19.27
2008-02-20,19.75
2008-02-19,19.28
2008-02-15,19.57
2008-02-14,19.81
2008-02-13,20.31
2008-02-12,19.71
2008-02-11,19.93
2008-02-08,19.45
2008-02-07,19.43
2008-02-06,19.07
2008-02-05,19.12
2008-02-04,20.02
2008-02-01,20.35
2008-01-31,20.04
2008-01-30,20.43
2008-01-29,20.56
2008-01-28,20.35
2008-01-25,20.06
2008-01-24,21.09
2008-01-23,20.21
2008-01-22,20.25
2008-01-18,21.08
2008-01-17,20.86
2008-01-16,20.68
2008-01-15,20.90
2008-01-14,21.45
2008-01-11,20.76
2008-01-10,20.94
2008-01-09,20.93
2008-01-08,20.74
2008-01-07,21.26
2008-01-04,22.09
2008-01-03,23.71
2008-01-02,24.39
2007-12-31,24.51
2007-12-28,24.95
2007-12-27,24.93
2007-12-26,24.99
2007-12-24,25.15
2007-12-21,24.88
2007-12-20,24.89
2007-12-19,24.36
2007-12-18,24.02
2007-12-17,23.65
2007-12-14,23.57
2007-12-13,23.60
2007-12-12,24.00
2007-12-11,24.36
2007-12-10,25.21
2007-12-07,25.07
