2008-05-02,29.78
2008-05-01,30.48
2008-04-30,30.07
2008-04-29,29.88
2008-04-28,29.51
2008-04-25,28.73
2008-04-24,28.59
2008-04-23,29.17
2008-04-22,28.63
2008-04-21,28.86
2008-04-18,29.00
2008-04-17,28.95
2008-04-16,33.69
2008-04-15,32.10
2008-04-14,32.20
2008-04-11,32.44
2008-04-10,32.82
2008-04-09,32.90
2008-04-08,33.73
2008-04-07,34.02
2008-04-04,33.97
2008-04-03,33.77
2008-04-02,33.70
2008-04-01,33.49
2008-03-31,31.83
2008-03-28,31.24
2008-03-27,30.91
2008-03-26,31.42
2008-03-25,31.59
2008-03-24,30.30
2008-03-20,29.30
2008-03-19,29.33
2008-03-18,32.74
2008-03-17,31.09
2008-03-14,31.53
2008-03-13,32.68
2008-03-12,32.10
2008-03-11,32.27
2008-03-10,32.89
2008-03-07,33.05
2008-03-06,33.80
2008-03-05,34.81
2008-03-04,34.44
2008-03-03,35.70
2008-02-29,36.01
2008-02-28,37.90
2008-02-27,38.25
2008-02-26,38.08
2008-02-25,37.15
2008-02-22,36.84
2008-02-21,36.21
2008-02-20,36.71
2008-02-19,36.07
2008-02-15,36.11
2008-02-14,36.22
2008-02-13,37.26
2008-02-12,36.84
2008-02-11,36.13
2008-02-08,35.40
2008-02-07,34.59
2008-02-06,34.72
2008-02-05,34.68
2008-02-04,37.05
2008-02-01,37.62
2008-01-31,36.68
2008-01-30,35.37
2008-01-29,34.66
2008-01-28,34.58
2008-01-25,35.08
2008-01-24,36.48
2008-01-23,32.43
2008-01-22,31.70
2008-01-18,32.60
2008-01-17,33.06
2008-01-16,34.13
2008-01-15,34.97
2008-01-14,35.34
2008-01-11,33.82
2008-01-10,34.84
2008-01-09,34.20
2008-01-08,34.28
2008-01-07,34.68
2008-01-04,35.98
2008-01-03,38.14
2008-01-02,37.40
2007-12-31,38.39
2007-12-28,38.74
2007-12-27,38.70
2007-12-26,38.82
2007-12-24,38.50
2007-12-21,38.53
2007-12-20,37.65
2007-12-19,36.52
2007-12-18,36.48
2007-12-17,36.23
2007-12-14,37.78
2007-12-13,38.81
2007-12-12,39.55
2007-12-11,39.01
2007-12-10,39.98
2007-12-07,39.49
2007-12-06,39.00
2007-12-05,38.91
2007-12-04,38.92
2007-12-03,40.24
2007-11-30,39.33
2007-11-29,40.02
2007-11-28,40.06
2007-11-27,38.18
