2008-04-18,2190920000,2402.97
2008-04-17,1779300000,2341.83
2008-04-16,2128770000,2350.11
2008-04-15,1884750000,2286.04
2008-04-14,1626710000,2275.82
2008-04-11,1902540000,2290.24
2008-04-10,2159000000,2351.70
2008-04-09,1922050000,2322.12
2008-04-08,1635290000,2348.76
2008-04-07,1730020000,2364.83
2008-04-04,1977560000,2370.98
2008-04-03,1993480000,2363.30
2008-04-02,1996680000,2361.40
2008-04-01,2160120000,2362.75
2008-03-31,1788360000,2279.10
2008-03-28,1785770000,2261.18
2008-03-27,2038770000,2280.83
2008-03-26,1915210000,2324.36
2008-03-25,2099060000,2341.05
2008-03-24,2312600000,2326.75
2008-03-20,2764480000,2258.11
2008-03-19,2265420000,2209.96
2008-03-18,2411630000,2268.26
2008-03-17,2338210000,2177.01
2008-03-14,2547310000,2212.49
2008-03-13,2419220000,2263.61
2008-03-12,2077140000,2243.87
2008-03-11,2526040000,2255.76
2008-03-10,2101010000,2169.34
2008-03-07,2386980000,2212.49
2008-03-06,2165090000,2220.50
2008-03-05,2209090000,2272.81
2008-03-04,2669980000,2260.28
2008-03-03,2145070000,2258.60
2008-02-29,2405360000,2271.48
2008-02-28,2032040000,2331.57
2008-02-27,2216540000,2353.78
2008-02-26,2263650000,2344.99
2008-02-25,2152880000,2327.48
2008-02-22,2324450000,2303.35
2008-02-21,2277540000,2299.78
2008-02-20,2258180000,2327.10
2008-02-19,1988690000,2306.20
2008-02-15,1999540000,2321.80
2008-02-14,2267580000,2332.54
2008-02-13,2174670000,2373.93
2008-02-12,2183530000,2320.04
2008-02-11,2072270000,2320.06
2008-02-08,2229330000,2304.85
2008-02-07,2946360000,2293.03
2008-02-06,2362020000,2278.75
2008-02-05,2501820000,2309.57
2008-02-04,2050940000,2382.85
2008-02-01,3060180000,2413.36
2008-01-31,2813420000,2389.86
2008-01-30,2618850000,2349.00
2008-01-29,2160040000,2358.06
2008-01-28,2033860000,2349.91
2008-01-25,2599410000,2326.20
2008-01-24,2928900000,2360.92
2008-01-23,3650250000,2316.41
2008-01-22,3161430000,2292.27
